# The Workshop split's sheet, regenerated from 475fc96a254b7714a236374d7375f7667f61e2db by apply.py seed; one row per moved body.
file	section_line	section	scope	name	spelling	first_param	kind	destination	pointer_ids	start_line	end_line	rewrites
workshop/screen.hpp	830	// ---- PANE MANAGEMENT: what a maker is ARRANGING, and how ------------------------------	zengine::workshop	pane_edge_at	pane_edge_at	FineRect	function	workshop/screen_arrange.cpp	WL-ARR-01,WL-GEO-07	928	966	inline
workshop/screen.hpp	830	// ---- PANE MANAGEMENT: what a maker is ARRANGING, and how ------------------------------	zengine::workshop	doubles_a_click	doubles_a_click	ClickMemory	function	workshop/screen_arrange.cpp	WL-PTR-01,WL-PTR-03	1051	1064	inline
workshop/screen.hpp	830	// ---- PANE MANAGEMENT: what a maker is ARRANGING, and how ------------------------------	zengine::workshop	doubles_a_tab_click	doubles_a_tab_click	TabClickMemory	function	workshop/screen_arrange.cpp	WL-TAB-10	1076	1083	inline
workshop/screen.hpp	830	// ---- PANE MANAGEMENT: what a maker is ARRANGING, and how ------------------------------	zengine::workshop	click_landed	click_landed	int64_t	function	workshop/screen_arrange.cpp		1093	1096	inline
workshop/screen.hpp	830	// ---- PANE MANAGEMENT: what a maker is ARRANGING, and how ------------------------------	zengine::workshop	editor_has_keyboard	editor_has_keyboard	Session	function	workshop/screen_arrange.cpp	WL-FOCUS-01,WL-FOCUS-02	1254	1262	inline
workshop/screen.hpp	830	// ---- PANE MANAGEMENT: what a maker is ARRANGING, and how ------------------------------	zengine::workshop	files_has_keyboard	files_has_keyboard	Session	function	workshop/screen_arrange.cpp	WL-FOCUS-01,WL-FOCUS-02,WL-FOCUS-04,WL-FILES-07	1267	1278	inline
workshop/screen.hpp	830	// ---- PANE MANAGEMENT: what a maker is ARRANGING, and how ------------------------------	zengine::workshop	pane_editor_has_keyboard	pane_editor_has_keyboard	Session	function	workshop/screen_arrange.cpp	WL-FOCUS-01,WL-PED-07	1282	1289	inline
workshop/screen.hpp	830	// ---- PANE MANAGEMENT: what a maker is ARRANGING, and how ------------------------------	zengine::workshop	pane_editor_draft_live	pane_editor_draft_live	Session	function	workshop/screen_arrange.cpp		1295	1302	inline
workshop/screen.hpp	830	// ---- PANE MANAGEMENT: what a maker is ARRANGING, and how ------------------------------	zengine::workshop	keyboard_context_beneath_menu	keyboard_context_beneath_menu	Session	function	workshop/screen_arrange.cpp	WL-KEY-03,WL-FOCUS-06,WL-ATTN-09,WL-CTX-06,WL-PED-07	1310	1365	inline
workshop/screen.hpp	830	// ---- PANE MANAGEMENT: what a maker is ARRANGING, and how ------------------------------	zengine::workshop	keyboard_context	keyboard_context	Session	function	workshop/screen_arrange.cpp	WL-KEY-03,WL-FOCUS-06,WL-FOCUS-09,WL-ARR-14,WL-CTX-08	1372	1392	inline
workshop/screen.hpp	830	// ---- PANE MANAGEMENT: what a maker is ARRANGING, and how ------------------------------	zengine::workshop	escape_may_shed_selection	escape_may_shed_selection	KeyContext	function	workshop/screen_arrange.cpp	WL-ARR-13,WL-ARR-14	1396	1398	inline
workshop/screen.hpp	1400	// ---- Spelling the effective bindings -----------------------------------------------------	zengine::workshop	hotkey_text	hotkey_text	Keymap	function	workshop/screen_bindings.cpp	WL-KEY-02	1405	1407	inline
workshop/screen.hpp	1400	// ---- Spelling the effective bindings -----------------------------------------------------	zengine::workshop	arrows_text	arrows_text	Keymap	function	workshop/screen_bindings.cpp		1413	1424	inline
workshop/screen.hpp	1400	// ---- Spelling the effective bindings -----------------------------------------------------	zengine::workshop	help_pairs	help_pairs	Keymap	function	workshop/screen_bindings.cpp	WL-KEY-09	1430	1540	inline
workshop/screen.hpp	1400	// ---- Spelling the effective bindings -----------------------------------------------------	zengine::workshop	adopt_screen	adopt_screen	Session	function	workshop/screen_bindings.cpp	WL-DOC-17,WL-GEO-08	1550	1576	inline,default-argument
workshop/screen.hpp	1400	// ---- Spelling the effective bindings -----------------------------------------------------	zengine::workshop	workspace_scene	workspace_scene	WorkshopDoc	function	workshop/screen_bindings.cpp	WL-DOC-05,WL-DOC-12,WL-DOC-18	1581	1583	inline
workshop/screen.hpp	1400	// ---- Spelling the effective bindings -----------------------------------------------------	zengine::workshop	inspector_rows	inspector_rows	WorkshopDoc	function	workshop/screen_bindings.cpp	WL-DOC-05,WL-INFO-06	1588	1621	inline
workshop/screen.hpp	1400	// ---- Spelling the effective bindings -----------------------------------------------------	zengine::workshop	first_editable	first_editable	vector	function	workshop/screen_bindings.cpp		1626	1633	inline
workshop/screen.hpp	1400	// ---- Spelling the effective bindings -----------------------------------------------------	zengine::workshop	refocus	refocus	WorkshopDoc	function	workshop/screen_bindings.cpp		1639	1642	inline
workshop/screen.hpp	1400	// ---- Spelling the effective bindings -----------------------------------------------------	zengine::workshop	refocus_keeping_draft	refocus_keeping_draft	WorkshopDoc	function	workshop/screen_bindings.cpp	WL-INFO-06	1646	1659	inline
workshop/screen.hpp	1400	// ---- Spelling the effective bindings -----------------------------------------------------	zengine::workshop	position_of	position_of	WorkshopDoc	function	workshop/screen_bindings.cpp		1668	1675	inline
workshop/screen.hpp	1400	// ---- Spelling the effective bindings -----------------------------------------------------	zengine::workshop::detail	pad	detail::pad	string	function	workshop/screen_bindings.cpp		1684	1691	inline
workshop/screen.hpp	1400	// ---- Spelling the effective bindings -----------------------------------------------------	zengine::workshop::detail	fit	detail::fit	string	function	workshop/screen_bindings.cpp	WL-INFO-05,WL-RGN-05,WL-TEXT-05	1703	1718	inline
workshop/screen.hpp	1400	// ---- Spelling the effective bindings -----------------------------------------------------	zengine::workshop::detail	path_root_cue	detail::path_root_cue	string	function	workshop/screen_bindings.cpp	WL-PROJ-10	1723	1735	inline
workshop/screen.hpp	1400	// ---- Spelling the effective bindings -----------------------------------------------------	zengine::workshop::detail	fit_path	detail::fit_path	string	function	workshop/screen_bindings.cpp	WL-PROJ-10,WL-TAB-03	1739	1758	inline
workshop/screen.hpp	1760	// ---- Reading past the ellipsis -----------------------------------------------------------	zengine::workshop::detail	reveal_max_offset	detail::reveal_max_offset	string	function	workshop/screen_gestures.cpp	WL-PTR-06	1766	1773	inline
workshop/screen.hpp	1760	// ---- Reading past the ellipsis -----------------------------------------------------------	zengine::workshop::detail	reveal_offset_at_column	detail::reveal_offset_at_column	string	function	workshop/screen_gestures.cpp	WL-PTR-06	1777	1785	inline
workshop/screen.hpp	1760	// ---- Reading past the ellipsis -----------------------------------------------------------	zengine::workshop::detail	revealed_row	detail::revealed_row	string	function	workshop/screen_gestures.cpp	WL-PTR-04,WL-PTR-06	1791	1804	inline
workshop/screen.hpp	1760	// ---- Reading past the ellipsis -----------------------------------------------------------	zengine::workshop::detail	reveal_shown	detail::reveal_shown	Revealed	function	workshop/screen_gestures.cpp	WL-PTR-04,WL-PTR-05,WL-PTR-08	1809	1816	inline
workshop/screen.hpp	1760	// ---- Reading past the ellipsis -----------------------------------------------------------	zengine::workshop::detail	wrap	detail::wrap	string	function	workshop/screen_gestures.cpp	WL-TERM-07	1826	1865	inline
workshop/screen.hpp	1760	// ---- Reading past the ellipsis -----------------------------------------------------------	zengine::workshop::detail	step	detail::step	int64_t	function	workshop/screen_gestures.cpp		1877	1887	inline
workshop/screen.hpp	1760	// ---- Reading past the ellipsis -----------------------------------------------------------	zengine::workshop::detail	minus	detail::minus	int64_t	function	workshop/screen_gestures.cpp		1895	1902	inline
workshop/screen.hpp	1760	// ---- Reading past the ellipsis -----------------------------------------------------------	zengine::workshop	help_rows	help_rows	Keymap	function	workshop/screen_gestures.cpp	WL-KEY-09,WL-RGN-03	1908	1954	inline
workshop/screen.hpp	1760	// ---- Reading past the ellipsis -----------------------------------------------------------	zengine::workshop	pane_window_proposal	pane_window_proposal	int64_t	function	workshop/screen_gestures.cpp		1971	2003	inline
workshop/screen.hpp	2033	// ---- The maker's gestures over one session ---------------------------------------------	zengine::workshop	create	create	WorkshopDoc	function	workshop/screen_gestures.cpp	WL-DOC-10	2043	2051	inline
workshop/screen.hpp	2033	// ---- The maker's gestures over one session ---------------------------------------------	zengine::workshop	delete_selected	delete_selected	WorkshopDoc	function	workshop/screen_gestures.cpp	WL-DOC-10,WL-CTX-07	2055	2069	inline
workshop/screen.hpp	2033	// ---- The maker's gestures over one session ---------------------------------------------	zengine::workshop	place	place	WorkshopDoc	function	workshop/screen_gestures.cpp	WL-DOC-06,WL-DOC-08	2075	2093	inline
workshop/screen.hpp	2033	// ---- The maker's gestures over one session ---------------------------------------------	zengine::workshop	nudge	nudge	WorkshopDoc	function	workshop/screen_gestures.cpp	WL-DOC-06	2099	2107	inline
workshop/screen.hpp	2109	// ---- The size a hand asked for, as an authored extent ----------------------------------	zengine::workshop	extent_from_drag	extent_from_drag	Extent	function	workshop/screen_gestures.cpp	WL-DOC-07	2113	2153	inline
workshop/screen.hpp	2109	// ---- The size a hand asked for, as an authored extent ----------------------------------	zengine::workshop	size_to	size_to	WorkshopDoc	function	workshop/screen_gestures.cpp	WL-DOC-07	2159	2171	inline
workshop/screen.hpp	2109	// ---- The size a hand asked for, as an authored extent ----------------------------------	zengine::workshop	grow	grow	WorkshopDoc	function	workshop/screen_gestures.cpp	WL-DOC-07	2176	2184	inline
workshop/screen.hpp	2186	// ---- The one resize affordance ---------------------------------------------------------	zengine::workshop	size_handle	size_handle	WorkshopDoc	function	workshop/screen_gestures.cpp		2197	2216	inline
workshop/screen.hpp	2186	// ---- The one resize affordance ---------------------------------------------------------	zengine::workshop	begin_drag	begin_drag	WorkshopDoc	function	workshop/screen_gestures.cpp	WL-DOC-09	2221	2232	inline
workshop/screen.hpp	2186	// ---- The one resize affordance ---------------------------------------------------------	zengine::workshop	take_hold	take_hold	WorkshopDoc	function	workshop/screen_gestures.cpp	WL-PANE-05,WL-PRESS-04	2238	2245	inline
workshop/screen.hpp	2186	// ---- The one resize affordance ---------------------------------------------------------	zengine::workshop	object_at	object_at	WorkshopDoc	function	workshop/screen_gestures.cpp	WL-CTX-01	2249	2256	inline
workshop/screen.hpp	2186	// ---- The one resize affordance ---------------------------------------------------------	zengine::workshop	drag_to	drag_to	WorkshopDoc	function	workshop/screen_gestures.cpp	WL-DOC-09	2262	2281	inline
workshop/screen.hpp	2186	// ---- The one resize affordance ---------------------------------------------------------	zengine::workshop	end_drag	end_drag	Session	function	workshop/screen_gestures.cpp		2283	2283	inline
workshop/screen.hpp	2285	// ---- Where a pointer is, in workspace cells --------------------------------------------	zengine::workshop	prose_at	prose_at	int64_t	function	workshop/screen_gestures.cpp		2296	2308	inline
workshop/screen.hpp	2285	// ---- Where a pointer is, in workspace cells --------------------------------------------	zengine::workshop	workspace_cell_x	workspace_cell_x	int64_t	function	workshop/screen_gestures.cpp	WL-GEO-06	2313	2315	inline
workshop/screen.hpp	2285	// ---- Where a pointer is, in workspace cells --------------------------------------------	zengine::workshop	workspace_cell_y	workspace_cell_y	int64_t	function	workshop/screen_gestures.cpp		2316	2318	inline
workshop/screen.hpp	2320	// ---- What the OBJECTS panel can show, and what it must SAY it cannot ---------------------	zengine::workshop	list_window	list_window	size_t	function	workshop/screen_gestures.cpp	WL-EDIT-10,WL-INFO-03,WL-TAB-08	2338	2388	inline
workshop/screen.hpp	2320	// ---- What the OBJECTS panel can show, and what it must SAY it cannot ---------------------	zengine::workshop	omitted_text	omitted_text	size_t	function	workshop/screen_gestures.cpp	WL-INFO-03	2392	2394	inline
workshop/screen.hpp	2396	// ---- Rendering one participant's record ------------------------------------------------	zengine::workshop	terminal_address	terminal_address	TranscriptEntry	function	workshop/screen_terminal.cpp	WL-TERM-02	2400	2407	inline
workshop/screen.hpp	2396	// ---- Rendering one participant's record ------------------------------------------------	zengine::workshop	terminal_shape	terminal_shape	TranscriptEntry	function	workshop/screen_terminal.cpp		2409	2411	inline
workshop/screen.hpp	2396	// ---- Rendering one participant's record ------------------------------------------------	zengine::workshop	terminal_line	terminal_line	TranscriptEntry	function	workshop/screen_terminal.cpp	WL-TERM-07	2415	2429	inline
workshop/screen.hpp	2396	// ---- Rendering one participant's record ------------------------------------------------	zengine::workshop	terminal_legend	terminal_legend		function	workshop/screen_terminal.cpp	WL-TERM-07	2433	2435	inline
workshop/screen.hpp	2396	// ---- Rendering one participant's record ------------------------------------------------	zengine::workshop	terminal_wrapped	terminal_wrapped	TranscriptEntry	function	workshop/screen_terminal.cpp	WL-TERM-07	2439	2442	inline
workshop/screen.hpp	2396	// ---- Rendering one participant's record ------------------------------------------------	zengine::workshop	entries_that_fit	entries_that_fit	vector	function	workshop/screen_terminal.cpp	WL-TERM-03	2446	2462	inline
workshop/screen.hpp	2396	// ---- Rendering one participant's record ------------------------------------------------	zengine::workshop	terminal_omission	terminal_omission	TerminalPane	function	workshop/screen_terminal.cpp	WL-TERM-03	2466	2475	inline
workshop/screen.hpp	2477	// ---- The editable line, resolved ONCE ---------------------------------------------------	zengine::workshop	terminal_caret_column	terminal_caret_column	TerminalInputPlace	function	workshop/screen_terminal.cpp	WL-TEXT-13	2518	2521	inline
workshop/screen.hpp	2477	// ---- The editable line, resolved ONCE ---------------------------------------------------	zengine::workshop	terminal_caret_of_column	terminal_caret_of_column	TerminalInputPlace	function	workshop/screen_terminal.cpp	WL-TEXT-13	2525	2529	inline
workshop/screen.hpp	2477	// ---- The editable line, resolved ONCE ---------------------------------------------------	zengine::workshop	terminal_selection_columns	terminal_selection_columns	TerminalInputPlace	function	workshop/screen_terminal.cpp		2547	2555	inline
workshop/screen.hpp	2564	// ---- The completion list, inside the pane it belongs to ---------------------------------	zengine::workshop	completion_rows	completion_rows	Completion	function	workshop/screen_terminal.cpp	WL-TERM-05,WL-TERM-06	2658	2695	inline
workshop/screen.hpp	2564	// ---- The completion list, inside the pane it belongs to ---------------------------------	zengine::workshop	paint_terminal	paint_terminal	SurfaceLayer	function	workshop/screen_terminal.cpp	WL-TERM-03,WL-TERM-07,WL-GEO-01	2699	2827	inline
workshop/screen.hpp	2829	// ---- The dynamic panels, painted -------------------------------------------------------	zengine::workshop	paint_panel_frame	paint_panel_frame	SurfaceLayer	function	workshop/screen_pane_state.cpp	WL-CHROME-04,WL-PANE-05,WL-CHROME-04,WL-PANE-05	2834	2837	inline
workshop/screen.hpp	2829	// ---- The dynamic panels, painted -------------------------------------------------------	zengine::workshop	panel_prose_place	panel_prose_place	FineRect	function	workshop/screen_pane_state.cpp	WL-CHROME-05,WL-RGN-01	2860	2873	inline
workshop/screen.hpp	2829	// ---- The dynamic panels, painted -------------------------------------------------------	zengine::workshop	panel_prose_region	panel_prose_region	PanelProsePlace	function	workshop/screen_pane_state.cpp	WL-RGN-01	2878	2890	inline
workshop/screen.hpp	2829	// ---- The dynamic panels, painted -------------------------------------------------------	zengine::workshop	panel_field	panel_field	char	function	workshop/screen_pane_state.cpp		2894	2896	inline
workshop/screen.hpp	2829	// ---- The dynamic panels, painted -------------------------------------------------------	zengine::workshop	panel_block	panel_block	char	function	workshop/screen_pane_state.cpp	WL-RGN-02	2901	2912	inline
workshop/screen.hpp	2829	// ---- The dynamic panels, painted -------------------------------------------------------	zengine::workshop	paint_builder	paint_builder	SurfaceLayer	function	workshop/screen_pane_state.cpp	WL-RGN-02	2916	3203	inline,default-argument
workshop/screen.hpp	3205	// ---- WHAT STATE ONE PANE IS IN -- the recovery invariant, as one word -----------------	zengine::workshop	pane_state_word	pane_state_word	int64_t	function	workshop/screen_pane_state.cpp		3219	3229	inline
workshop/screen.hpp	3205	// ---- WHAT STATE ONE PANE IS IN -- the recovery invariant, as one word -----------------	zengine::workshop	pane_state_remedy	pane_state_remedy	int64_t	function	workshop/screen_pane_state.cpp	WL-PANE-10	3234	3244	inline
workshop/screen.hpp	3205	// ---- WHAT STATE ONE PANE IS IN -- the recovery invariant, as one word -----------------	zengine::workshop	pane_is_covered	pane_is_covered	Panels	function	workshop/screen_pane_state.cpp	WL-PANE-10,WL-FRONT-05	3257	3326	inline
workshop/screen.hpp	3205	// ---- WHAT STATE ONE PANE IS IN -- the recovery invariant, as one word -----------------	zengine::workshop	pane_state_of	pane_state_of	Panels	function	workshop/screen_pane_state.cpp		3331	3363	inline
workshop/screen.hpp	3205	// ---- WHAT STATE ONE PANE IS IN -- the recovery invariant, as one word -----------------	zengine::workshop	picker_entry_text	picker_entry_text	string	function	workshop/screen_pane_state.cpp	WL-PED-01	3368	3373	inline
workshop/screen.hpp	3205	// ---- WHAT STATE ONE PANE IS IN -- the recovery invariant, as one word -----------------	zengine::workshop	paint_picker	paint_picker	SurfaceLayer	function	workshop/screen_pane_state.cpp		3378	3444	inline
workshop/screen.hpp	3447	// ---- SAYING A PANE'S GEOMETRY IN THE FACE'S OWN LANGUAGE ------------------------------	zengine::workshop	geometry_unit	geometry_unit	int64_t	function	workshop/screen_pane_state.cpp		3462	3464	inline
workshop/screen.hpp	3447	// ---- SAYING A PANE'S GEOMETRY IN THE FACE'S OWN LANGUAGE ------------------------------	zengine::workshop	geometry_spelling	geometry_spelling	int64_t	function	workshop/screen_pane_state.cpp	WL-GEO-09,WL-GEO-10	3468	3471	inline
workshop/screen.hpp	3447	// ---- SAYING A PANE'S GEOMETRY IN THE FACE'S OWN LANGUAGE ------------------------------	zengine::workshop	geometry_amount_text	geometry_amount_text	int64_t	function	workshop/screen_pane_state.cpp		3487	3495	inline
workshop/screen.hpp	3447	// ---- SAYING A PANE'S GEOMETRY IN THE FACE'S OWN LANGUAGE ------------------------------	zengine::workshop	parse_face_amount	parse_face_amount	string_view	function	workshop/screen_pane_state.cpp		3528	3558	inline
workshop/screen.hpp	3447	// ---- SAYING A PANE'S GEOMETRY IN THE FACE'S OWN LANGUAGE ------------------------------	zengine::workshop	fine_rect_text	fine_rect_text	FineRect	function	workshop/screen_pane_state.cpp		3561	3572	inline
workshop/screen.hpp	3447	// ---- SAYING A PANE'S GEOMETRY IN THE FACE'S OWN LANGUAGE ------------------------------	zengine::workshop	pane_window_text	pane_window_text	SetupPane	function	workshop/screen_pane_state.cpp	WL-GEO-09	3576	3608	inline
workshop/screen.hpp	3447	// ---- SAYING A PANE'S GEOMETRY IN THE FACE'S OWN LANGUAGE ------------------------------	zengine::workshop	pane_window_partly_default	pane_window_partly_default	SetupPane	function	workshop/screen_pane_state.cpp	WL-GEO-12	3612	3618	inline
workshop/screen.hpp	3621	// ---- A SURFACE SIZED BY WHAT IT SAYS, PLACED ---------------------------------------------	zengine::workshop	popup_bounds_at	popup_bounds_at	int64_t	function	workshop/screen_pane_state.cpp	WL-CTX-03,WL-KEY-10	3626	3648	inline
workshop/screen.hpp	3650	// ---- THE FULL HOTKEY VIEW -------------------------------------------------------------	zengine::workshop	keyboard_context_name	keyboard_context_name	Session	function	workshop/screen_hotkeys.cpp	WL-KEY-11	3654	3681	inline
workshop/screen.hpp	3650	// ---- THE FULL HOTKEY VIEW -------------------------------------------------------------	zengine::workshop	hotkeys_rows	hotkeys_rows	Session	function	workshop/screen_hotkeys.cpp	WL-KEY-10,WL-KEY-11	3692	3757	inline
workshop/screen.hpp	3650	// ---- THE FULL HOTKEY VIEW -------------------------------------------------------------	zengine::workshop	hotkeys_bounds	hotkeys_bounds	Session	function	workshop/screen_hotkeys.cpp	WL-CTX-03,WL-KEY-10	3761	3786	inline
workshop/screen.hpp	3650	// ---- THE FULL HOTKEY VIEW -------------------------------------------------------------	zengine::workshop	paint_hotkeys	paint_hotkeys	SurfaceLayer	function	workshop/screen_hotkeys.cpp		3788	3824	inline
workshop/screen.hpp	3826	// ---- WHAT IS TRUE RIGHT NOW, PROJECTED ---------------------------------------------------	zengine::workshop	pane_content_key	pane_content_key	PaneRef	function	workshop/screen_attention.cpp		3848	3850	inline
workshop/screen.hpp	3826	// ---- WHAT IS TRUE RIGHT NOW, PROJECTED ---------------------------------------------------	zengine::workshop	pane_window_key	pane_window_key	PaneRef	function	workshop/screen_attention.cpp		3851	3853	inline
workshop/screen.hpp	3826	// ---- WHAT IS TRUE RIGHT NOW, PROJECTED ---------------------------------------------------	zengine::workshop	attention_conditions	attention_conditions	Session	function	workshop/screen_attention.cpp	WL-ATTN-03,WL-ATTN-04,WL-ATTN-05	3858	3913	inline,default-argument
workshop/screen.hpp	3826	// ---- WHAT IS TRUE RIGHT NOW, PROJECTED ---------------------------------------------------	zengine::workshop	attention_shown	attention_shown	Session	function	workshop/screen_attention.cpp		3918	3927	inline,default-argument
workshop/screen.hpp	3826	// ---- WHAT IS TRUE RIGHT NOW, PROJECTED ---------------------------------------------------	zengine::workshop	attention_compact	attention_compact	vector	function	workshop/screen_attention.cpp	WL-ATTN-06	3931	3940	inline
workshop/screen.hpp	3826	// ---- WHAT IS TRUE RIGHT NOW, PROJECTED ---------------------------------------------------	zengine::workshop	paint_attention	paint_attention	SurfaceLayer	function	workshop/screen_attention.cpp	WL-ATTN-09	3951	4045	inline
workshop/screen.hpp	4047	// ---- WHAT CAN I DO WITH THIS, PRESENTED --------------------------------------------------	zengine::workshop	context_entry_text	context_entry_text	ContextEntry	function	workshop/screen_attention.cpp	WL-CTX-03,WL-CTX-04	4054	4059	inline
workshop/screen.hpp	4047	// ---- WHAT CAN I DO WITH THIS, PRESENTED --------------------------------------------------	zengine::workshop	context_label_columns	context_label_columns	vector	function	workshop/screen_attention.cpp		4069	4076	inline
workshop/screen.hpp	4047	// ---- WHAT CAN I DO WITH THIS, PRESENTED --------------------------------------------------	zengine::workshop	context_annotation	context_annotation	Session	function	workshop/screen_attention.cpp	WL-CTX-06,WL-TAB-12	4080	4116	inline
workshop/screen.hpp	4047	// ---- WHAT CAN I DO WITH THIS, PRESENTED --------------------------------------------------	zengine::workshop	context_row_text	context_row_text	Session	function	workshop/screen_attention.cpp		4122	4130	inline
workshop/screen.hpp	4047	// ---- WHAT CAN I DO WITH THIS, PRESENTED --------------------------------------------------	zengine::workshop	context_bounds	context_bounds	Session	function	workshop/screen_attention.cpp	WL-CTX-03	4135	4155	inline
workshop/screen.hpp	4047	// ---- WHAT CAN I DO WITH THIS, PRESENTED --------------------------------------------------	zengine::workshop	paint_context	paint_context	SurfaceLayer	function	workshop/screen_attention.cpp		4169	4204	inline
workshop/screen.hpp	4047	// ---- WHAT CAN I DO WITH THIS, PRESENTED --------------------------------------------------	zengine::workshop	context_press_at	context_press_at	Session	function	workshop/screen_attention.cpp		4216	4263	inline
workshop/screen.hpp	4265	// ---- The Info panel's BODY, resolved ONCE ----	zengine::workshop	share_body_rows	share_body_rows	size_t	function	workshop/screen_info.cpp		4304	4327	inline
workshop/screen.hpp	4334	// ---- The Info panel's ACTION CONTROLS -----------------------------------------------------	zengine::workshop	draft_live	draft_live	Session	function	workshop/screen_info.cpp	WL-CTRL-03,WL-PED-07	4364	4371	inline
workshop/screen.hpp	4334	// ---- The Info panel's ACTION CONTROLS -----------------------------------------------------	zengine::workshop	action_availability	action_availability	size_t	function	workshop/screen_info.cpp	WL-CTRL-03	4388	4391	inline
workshop/screen.hpp	4334	// ---- The Info panel's ACTION CONTROLS -----------------------------------------------------	zengine::workshop	action_row_text	action_row_text	size_t	function	workshop/screen_info.cpp	WL-CTRL-04	4403	4407	inline
workshop/screen.hpp	4334	// ---- The Info panel's ACTION CONTROLS -----------------------------------------------------	zengine::workshop	inspector_focus	inspector_focus	Session	function	workshop/screen_info.cpp	WL-INFO-04	4453	4460	inline
workshop/screen.hpp	4334	// ---- The Info panel's ACTION CONTROLS -----------------------------------------------------	zengine::workshop	info_body_place	info_body_place	FineRect	function	workshop/screen_info.cpp	WL-INFO-01,WL-INFO-08,WL-CHROME-05,WL-CTRL-01	4474	4549	inline
workshop/screen.hpp	4334	// ---- The Info panel's ACTION CONTROLS -----------------------------------------------------	zengine::workshop	info_body_place	info_body_place	FineRect	function	workshop/screen_info.cpp		4554	4558	inline
workshop/screen.hpp	4334	// ---- The Info panel's ACTION CONTROLS -----------------------------------------------------	zengine::workshop	info_body_place	info_body_place	Rect	function	workshop/screen_info.cpp		4563	4568	inline
workshop/screen.hpp	4334	// ---- The Info panel's ACTION CONTROLS -----------------------------------------------------	zengine::workshop	info_body_place	info_body_place	Rect	function	workshop/screen_info.cpp		4570	4573	inline
workshop/screen.hpp	4334	// ---- The Info panel's ACTION CONTROLS -----------------------------------------------------	zengine::workshop	info_body_at	info_body_at	WorkshopDoc	function	workshop/screen_info.cpp	WL-FOCUS-03,WL-INFO-08,WL-PRESS-03	4593	4612	inline
workshop/screen.hpp	4614	// ---- One windowed list's rows, mapped both ways ------------------------------------------	zengine::workshop	prose_row_in_window	prose_row_in_window	ListWindow	function	workshop/screen_info.cpp	WL-INFO-04,WL-INFO-04	4620	4626	inline
workshop/screen.hpp	4614	// ---- One windowed list's rows, mapped both ways ------------------------------------------	zengine::workshop	item_at_prose_row	item_at_prose_row	ListWindow	function	workshop/screen_info.cpp		4631	4642	inline
